Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
2022-04-27 23:56:48+00:00,1.52E+18,@SecDef And democracy around the world!! 🇺🇦🇺🇦💙💛🌻#StandWithUkraine #stopPutinNow,Goddess98465465,0,Goddess,en
2022-04-27 23:56:34+00:00,1.52E+18,#StandWithUkraine 🇺🇦 https://t.co/map0qtLQer,VotingGOPOut,0,VoteBlueForever Tess🇺🇸🇺🇦🌻💉😷 🐶🐱🐾🏳️‍🌈✌️,und
2022-04-27 23:56:02+00:00,1.52E+18,"Nenda fuck mwenyewe, Putin!
(Swahili)

#UkraineRussiaWar #IStandWithUkraine #Ukraine #StandWithUkraine",FuckPutinBot,0,Fuck Putin Bot - #StandWithUkraine 🇺🇦,ht
2022-04-27 23:55:55+00:00,1.52E+18,"#Bendigo-made Bushmasters!

A triumph of design from @ThalesAustralia, they are sturdy on rough terrain with excellent IED / ballistic protection. 

May they do the work with you, #Ukraine.

#StandWithUkraine https://t.co/lA6OV5GB2T",fionaparker1,12,Fiona Parker 🇺🇦,en
2022-04-27 23:55:11+00:00,1.52E+18,"#StandWithUkraine
 
https://t.co/3JHsLngAJX Is Now Playing - 
The Word66 - On the way to the promise land - @TWord66  -  https://t.co/IIByv7N4X3",ArvadaRadio,1,Arvada Rocks Radio,en
2022-04-27 23:54:58+00:00,1.52E+18,"Also in the south, some success for #Ukraine's army in their update.

They claim they killed 49 of #Russia's soldiers and knocked out two ammo stores in ​​Molodetsky and Velyka Oleksandrivka.

#StopRussia #StandWithUkraine

https://t.co/mXaYfTgYBw",TWMCLtd,22,Tim White,en
2022-04-27 23:54:36+00:00,1.52E+18,"Drop your blue and yellow #NFT!!!🇺🇦🇺🇦🇺🇦
#NFTCommunity #StandWithUkraine #StandUpForUkraine        #StopPutin #NoWar",bunkub1,20,devilcreator,en
2022-04-27 23:53:51+00:00,1.52E+18,"Heartbreaking account by a #Mariupol doctor. “One day we admitted two kids with serious head injuries. 10 and 16. There was nothing we could do. We gave them painkillers, covered with blankets and let them die…”.

#SaveMariupol #StandWithUkraine #StopRussiaNow #ArmUkraineNow https://t.co/BFLt43Qgf1",David97780292,0,David,en
2022-04-27 23:53:51+00:00,1.52E+18,If Putin solved global hunger he’d still be hated! #Ukraine #UkraineWar #UkraineUnderAttack #UkraineKrieg #Putin #Genocide #Canada #StandWithUkraine,bethritter1,0,Beth Ritter,en
2022-04-27 23:53:00+00:00,1.52E+18,"#NoWarInUkraine 
 #StopPutinNOW 
 #StandWithUkraine 
 #ウクライナに平和を https://t.co/DF5MkIicRg",0725_nokonoko,1,莉瑚🇺🇦Riko,und
2022-04-27 23:52:44+00:00,1.52E+18,"Putin’s frustration is leading him to escalate Russia’s confrontation with the west!
#StandWithUkraine https://t.co/g4n1Jo28rz",EuroMoveOs,0,European Movement Oswestry,en
2022-04-27 23:52:17+00:00,1.52E+18,"En la base 🇺🇲 de March FFS se cargan en C-17 los obuses M777 de 155mm que pronto estarán en 🇺🇦
A estos de momento hay que sumar los M777 que ya han enviado los australianos 
Esta es la ayuda que realmente necesita 🇺🇦
#UkraineRussiaWar
#UkraineWar
#StandWithUkraine
#UkraineWillWin https://t.co/cyl8cXICi6",Frostilicus_,6,Frostilicus 🇺🇦🤝🏼🇪🇸🤝🏼🇲🇩,es
2022-04-27 23:52:02+00:00,1.52E+18,"మీరే ఫక్, పుతిన్!
(Telugu)

#UkraineRussiaWar #IStandWithUkraine #RussiaWarCrimes #StandWithUkraine",FuckPutinBot,0,Fuck Putin Bot - #StandWithUkraine 🇺🇦,te
2022-04-27 23:52:01+00:00,1.52E+18,"The #Russian troops are attacking #Ukrainians 

#ArmUkraineNow #StandWithUkraine  #StopRussianAggression 
#AllRussiansAreResponsible #RussianUkraineWar https://t.co/yN4InwVK4P",RussiaVsWorld_,1,Russia Vs World,en
2022-04-27 23:52:00+00:00,1.52E+18,"How the #Ukrainian Armed Forces destroy the occupants' equipment 
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/jRJKf9yarP",VigilantinfoN,5,Vigilant News,en
2022-04-27 23:51:52+00:00,1.52E+18,"@ThomasMurrey I’m actually crying right now. 🥺 Blurry texting. Thank you for your service and your courage. 🙏 Nothing I say will ever be adequate. Stay safe. Stay strong. Hold fast. ❤️
#GloryToUkraine #SlavaUkraini #resistance #StandWithUkraine 🇺🇸🇺🇦🇺🇸🇺🇦🇺🇸🇺🇦",KJamake,2,JaMaKe K 🇺🇸🇺🇦🌻💙🌊🌊🌊,en
2022-04-27 23:51:47+00:00,1.52E+18,A big 🙏 to all my 🇺🇸 buddies and friends from around the 🌍 who donated💰 to help our Ukrainian friends. More fundraisers to come - 👀 this space! We #StandWithUkraine; a sovereign nation that continues to stand tall. https://t.co/6C6bnO23l0,MickSmeathUK,64,Air Vice-Marshal Mick Smeath,en
2022-04-27 23:51:28+00:00,1.52E+18,"@KorsunskySergiy 🇯🇵Слава Україні🇺🇦
#StandWithUkraine",takers23,0,アルト💊🚙💉💉💉(医薬品登録販売者),uk
2022-04-27 23:51:24+00:00,1.52E+18,"@emmettdoog Daddy Emmett!🧡💛

#StandWithUkraine 🌻🇺🇦🌻",Ken_Kiyama1,1,🇺🇦 Ken - Baseball's Back!⚾️,en
2022-04-27 23:49:01+00:00,1.52E+18,"$1000 donation gets part of a $50M Russian SU-34 “Fullback” strike fighter (fighter is ""as is”; used and not in mint condition). 

Donate to https://t.co/BKAtWo5IHL
#StandWithUkraine 🇺🇦 

Drones for Ukraine https://t.co/K9PTYFOhzD",SmiKooMan,0,Doug Johnson 🇨🇦 🦮🌎⛈🌻,en
2022-04-27 23:48:45+00:00,1.52E+18,#Russia #oligarch Alexander #Abramov's #yacht TITAN has entered a new area: West and South of Hanish al Kubra TSS - Northbound. Track it here: https://t.co/ynSHNza8Zq #StandWithUkraine https://t.co/JWgpWVsZpJ,SanctionsAhoy,0,Sanctions Ahoy!,en
2022-04-27 23:48:41+00:00,1.52E+18,#ChefsForUkraine ! #PrayForUkraine #StandWithUkraine https://t.co/di9XKRtfZ9,VickiMo08056436,0,Mama V,und
2022-04-27 23:48:40+00:00,1.52E+18,"#StandWithUkraine
 
https://t.co/3JHsLngAJX Is Now Playing - 
Guns n Roses - Sweet Child O' Mine - Video:  https://t.co/JEHQhIZwOK",ArvadaRadio,0,Arvada Rocks Radio,en
2022-04-27 23:48:37+00:00,1.52E+18,#Russia #oligarch Alexander #Abramov's #yacht TITAN has entered a new area: Yemeni Exclusive Economic Zone. Track it here: https://t.co/ynSHNza8Zq #StandWithUkraine https://t.co/yK1ESMlwtC,SanctionsAhoy,0,Sanctions Ahoy!,en
2022-04-27 23:48:28+00:00,1.52E+18,"The world has joined the #SaveMariupol campaign. In front of theaters in Prague, Copenhagen, Lisbon, Vienna,Tbilisi and a dozen other cities,the inscription ""ДЕТИ""(children) is reproduced with candles💔#Ukraine #UkraineRussiaWar #StandWithUkraine #StopRussianAggression #Mariupol https://t.co/jT4RBBIxs5",NadiafromUA,4,Nadia P,en
2022-04-27 23:47:44+00:00,1.52E+18,"@EuromaidanPress Why has Russia not been declared a terrorist state?
#MariupolGenocide #StandWithUkraine",no1historychick,1,Beth D Kicinski,en
2022-04-27 23:46:51+00:00,1.52E+18,#StandWithUkraine #StandWithZelenskyy #UnitedThroughUNICEF 🙏🌻❤️🇺🇦🇺🇦❤️🌻🙏 https://t.co/JL4uoKY3oR,BobbieFace,0,Barbara May,und
2022-04-27 23:46:49+00:00,1.52E+18,"@Andrew33492311 Putin's propaganda is strong, be stronger. #StandWithUkraine",TheAnswerYes,1,The Answer Yes,en
2022-04-27 23:46:48+00:00,1.52E+18,"@Tierverliebt181 Putin's propaganda is strong, be stronger. #StandWithUkraine",TheAnswerYes,2,The Answer Yes,en
2022-04-27 23:46:48+00:00,1.52E+18,@eduardo79560342 down with Putin! Stay home @Russia! Stand with @Ukraine #StandWithUkraine,TheAnswerYes,0,The Answer Yes,en
2022-04-27 23:46:27+00:00,1.52E+18,"This. This. This.
#StandWithUkraine #PlanesForUkraine
#SlavaUkraini https://t.co/7r8ds1m3WM",Rikabear1,0,Rikabear,en
2022-04-27 23:46:21+00:00,1.52E+18,Exhibition- Ukrainian artist ‘ARCHITECT’ unveiling his work for the first time in the US @greatartspace #beverlyhills  #StandWithUkraine #StandUpForUkraine #Ukraine #art #beverlyhillsart #exhibition #current #Press_Release https://t.co/lV8x4T1cmb,greatartspace,3,GREAT ART SPACE,en
2022-04-27 23:46:06+00:00,1.52E+18,"#GarryKasparov said it well, //""#NeverAgain"" is a meaningless #slogan if it's not also ""#NeverToday"".//
While we #StandWithUkraine, are we doing enough to #StopRussianAggression today? https://t.co/VwHgRNz8Zs",Kempton,0,Kempton Lam 🇺🇦 🇨🇦,en
2022-04-27 23:45:56+00:00,1.52E+18,"#StopPutinNOW  #StandWithUkraine 
#StopRussianAggression 
#あらゆる戦争に反対します  
#戦争反対  #NoWar
#нетвойне #Противійни #GivePeaceAChance 
#RussiaInvadedUkraine",blauphantasus,0,くーく🐺ライフ,und
2022-04-27 23:45:50+00:00,1.52E+18,"Hey Putin...FUCK YOU BITCH!!

#StandWithUkraine",BlackBeltZen,0,Black Belt Zen 🥋,en
2022-04-27 23:45:47+00:00,1.52E+18,#StandWithUkraine 🇺🇦 https://t.co/PNJ9I1QwJF,paularsweet,0,Paula Troth🇺🇲💘🌎🌻,und
2022-04-27 23:45:24+00:00,1.52E+18,"Canadian MPs vote unanimously to recognize Russia's acts in Ukraine as 'genocide'

#PutinIsaWarCriminal 
#StandWithUkraine",ralakbar,6,Alex Raufoglu,en
2022-04-27 23:44:43+00:00,1.52E+18,#StandWithUkraine #USA #WorkTogether #RespectEachOther #ProtectEachOther https://t.co/WV88rNq0bT,MattyIcePGH,0,Matt Harkins,und
2022-04-27 23:44:41+00:00,1.52E+18,"A luta continua: É assim que o heroísmo se parece. Um piloto #Ukrainian salva seu avião enquanto #Russia bombardeia o aeródromo.

 #StandWithUkraine #ArmUkraineNow #RussiaUkraineWar https://t.co/6wmuArSx5G",catoliconomundo,0,MundoCatólico,pt
2022-04-27 23:43:36+00:00,1.52E+18,Join Doc Martin and Dr Pat Wednesday 5/4 at 4pm PT  for a powerful stone blessing for Ukraine! https://t.co/mScod5VtkF #stoneblessing #україна #Ukraine #sacredmedicine #healing #spirit #standwithukraine #стоятиразомзУкраїною #drsharonmartin #thedrpatshow #drpat https://t.co/5LEGPCc9xT,TheDrPatShow,1,TheDrPatShow,en
2022-04-27 23:42:25+00:00,1.52E+18,"In #BadenWuerttemberg Representation in #Brussels last evening, with 🇺🇦Ambassador to🇪🇺@VVChentsov: moving moments at the State Youth Orchestra concert in support of 🇺🇦#Ukraine. Their next performance was planned for #Kharkiv... @Europarl_UA @UA_EUMission #StandWithUkraine https://t.co/I3Iv1D1IHJ",AWalterDrop,8,Agnieszka Walter-Drop 🇪🇺🇵🇱🖤🎙,en
2022-04-27 23:41:58+00:00,1.52E+18,"#StandWithUkraine
 
https://t.co/3JHsLngAJX Is Now Playing - 
Arvada Rocks Radio - Foghorn Leghorn and Elmer - JP -  https://t.co/hu5UXGedbg",ArvadaRadio,0,Arvada Rocks Radio,en
2022-04-27 23:41:28+00:00,1.52E+18,"#StopPutinNOW  #StandWithUkraine 
#StopRussianAggression 
#あらゆる戦争に反対します  
#戦争反対  #NoWar
#нетвойне #Противійни #GivePeaceAChance 
#RussiaInvadedUkraine",mihetophoto,2,捨上谷 逝芳（すてあがりだに ゆきよし）,und
2022-04-27 23:41:16+00:00,1.52E+18,Join Doc Martin and Dr Pat Wednesday 5/4 at 4pm PT  for a powerful stone blessing for Ukraine! https://t.co/voPoC5GuoA #stoneblessing #україна #Ukraine #sacredmedicine #healing #spirit #standwithukraine #стоятиразомзУкраїною https://t.co/Kb4uyY3Gfo,Transformnet,3,The Transformation Network,en
2022-04-27 23:41:09+00:00,1.52E+18,"#StandUpForUkraine 
#StandWithUkraine 
#StopRussia 
#ArmUkraine 
#SaveMariupol https://t.co/raFnr15GOk",IsabelDiogo,1,Isabel Diogo🇵🇹,und
2022-04-27 23:40:48+00:00,1.52E+18,@Euan_MacDonald 👏👏👏👍👍👍🇺🇦🇺🇦🇺🇦🇺🇦#StandWithUkraine,EllieOlree,0,Ellie Olree,und
2022-04-27 23:39:39+00:00,1.52E+18,"ミサイルの残骸を焚き火ストーブに。Facebookから

#ウクライナ🇺🇦 
#Day56
#StandWithUkraine
#ウクライナ頑張れ
#一部ロシア市民もプーチンに怒ってる
#プーチンをハーグの戦犯法廷に
#モスクワでのクーデターでプーチン処刑を祈る
#VKやヤンデックスへの転載歓迎 https://t.co/EIYMT1H0bs",36madcooky_jp,1,京都のクッキー２８,ja
2022-04-27 23:39:31+00:00,1.52E+18,"#YomHaShoah2022 

Means Never Again .

This has to start in #Ukraine where anti semitic Russian terrorists are attacking Jewish memorials in the name of Denazification.

Stand with Judaism. Stand with Democracy. 
#StandWithUkraine 
✡️🇺🇦 https://t.co/iAy0cOjmf4",SarahAshtonLV,66,Sarah Ashton-Cirillo,en
2022-04-27 23:39:10+00:00,1.52E+18,"#StopPutin
#StopPutinNOW 
#StandWithUkraine 

政府のウクライナ支援がショボ過ぎる！
ポーランドに居る避難民に食料支援といって3万個の缶詰など、単位が違うわ！",Tenko89197326,0,Tenkom5211,ja
2022-04-27 23:39:04+00:00,1.52E+18,#StandWithUkraine because Putin is and @Russia are #warcriminals https://t.co/Nt5ayIwmUr,rkapuaala,0,Richard Kapuaala,en
2022-04-27 23:39:02+00:00,1.52E+18,"Nenda fuck mwenyewe, Putin!
(Swahili)

#StopPutin #StandWithUkraine #StopRussianAggression #RussiaInvadedUkraine",FuckPutinBot,0,Fuck Putin Bot - #StandWithUkraine 🇺🇦,ht
2022-04-27 23:39:01+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/TQGk2mRfds,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:38:58+00:00,1.52E+18,"Mark your calendars for May 17-18 and join #DevOpsDays #StandWithUkraine 

It's a charity edition to unite engineers over the world and collect donations to support #Ukraine. https://t.co/z4WUWKVAxm",jasonhand,4,J:Hand,en
2022-04-27 23:37:53+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/LXJHxHOQkX,DEPOKKRCITY,1,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:37:39+00:00,1.52E+18,"#Ukraine
#StandWithUkraine
#Piano
#anime
#JoeHisayoshi
#ジブリ https://t.co/lpD2BytBjn",ma_ma_____,1,ma.ma,und
2022-04-27 23:37:30+00:00,1.52E+18,@KyivIndependent Why #UkraineWillWin.  #StandWithUkraine #SlavaUkraini,wyndovelh,0,Lori Hamilton,und
2022-04-27 23:37:18+00:00,1.52E+18,"@RepTedBudd @RepJimBanks @RepBrianBabin @RepublicanStudy Never forget 👇🏽 
#TrumpCrimeFamily #TrumpCoupAttempt #StandWithUkraine #RegisterToVote #vote #RegisterDemocrats 
#GOPBetrayedAmerica https://t.co/XJVQbobKZD",BostonInSouth,0,BostonInTheSouth✌🏼✌🏽✌🏿✌🏾,en
2022-04-27 23:37:12+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/DfXaBzPXXP,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:37:09+00:00,1.52E+18,"To all the Ukrainian army out there 💙💛🇺🇦 #StandWithUkraine #YouGotThis 

https://t.co/Gg56V0rYbD",stupidity_sux,0,just a Euro chick living in US 🗽 🇵🇱🇧🇬🇺🇦🇺🇲,en
2022-04-27 23:36:48+00:00,1.52E+18,#StandWithUkraine https://t.co/euMqOWP3Ua,tcthom277,0,TC Thompson,und
2022-04-27 23:36:35+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/WxR1NCKUsr,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:36:32+00:00,1.52E+18,"Слава нації — смерть ворогам!
#StandWithUkraine https://t.co/8cXSb2WWeY",alex_gelovani,0,Alex Gelovani,uk
2022-04-27 23:36:06+00:00,1.52E+18,"Doggy Patron - now an Honored Rescuer of Ukraine!
#Patron #StandWithUkraine #GloryToUkraine https://t.co/utz4GlvbCd",_SooperPooper,1,SooperPooper,en
2022-04-27 23:35:52+00:00,1.52E+18,"Karma! Ukraine shows serial cyber attacker Russia that it can play that game too...with a vengeance!
#StandWithUkraine 🇺🇦
#Russia Is Being Hacked at an Unprecedented Scale https://t.co/w1AJg1XD1P via @wired",JeffMNeale,0,Jeff the Nemophilist* 🌳🌲🦘🌳🦉 📖🎾🦜,en
2022-04-27 23:35:24+00:00,1.52E+18,слава Україні! 🇺🇦 #StandWithUkraine https://t.co/PaSMsSHT6d,YoshidaEriSan,0,吉田えり,uk
2022-04-27 23:35:16+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/SH5vSWHduG,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:35:14+00:00,1.52E+18,@olex_scherba #StandWithUkraine #ArmUkraineNow,wyndovelh,0,Lori Hamilton,und
2022-04-27 23:35:11+00:00,1.52E+18,War has changed the world’s perspective about #Ukraine. So let’s start finally making films about who we really are. #StandWithUkraine,TetyanaWrites,6,Tetyana Denford (Бісик) 🇺🇦,en
2022-04-27 23:35:00+00:00,1.52E+18,#StandWithUkraine because Russians are #warcriminals https://t.co/kG2DRRJuW2,rkapuaala,1,Richard Kapuaala,en
2022-04-27 23:34:21+00:00,1.52E+18,@visegrad24 #StandWithUkraine 💙💛🙏🇺🇦,Slivie07,0,Sylvie St-Pierre,und
2022-04-27 23:33:52+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/VhMfHFCzrL,DEPOKKRCITY,1,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:33:15+00:00,1.52E+18,The European Commission has just proposed to suspend all tariffs and quotas on Ukrainian imports for a year. This won’t go through in its full extent - lobby groups won’t allow it - but a great proposal. #StandwithUkraine https://t.co/0RGIKauubR,MarkManger,1,Mark Manger,en
2022-04-27 23:33:13+00:00,1.52E+18,"#StandWithUkraine
 
https://t.co/3JHsLngAJX Is Now Playing - 
Skillet - Monster - Video:  https://t.co/6uAx7CDhgM",ArvadaRadio,0,Arvada Rocks Radio,en
2022-04-27 23:33:03+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/oem7YFERZg,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:33:03+00:00,1.52E+18,#YachtWatch #StandWithUkraine  https://t.co/Qap6q7dzUz,Rizalish,1,Riz Votes Early,und
2022-04-27 23:32:12+00:00,1.52E+18,"#StandUpForUkraine 
#StandWithUkraine 
#StopRussia 
#ArmUkraine https://t.co/fnFUdVLlkX",IsabelDiogo,0,Isabel Diogo🇵🇹,und
2022-04-27 23:32:04+00:00,1.52E+18,"#StandWithUkraine #ウクライナ生存確認BOT
ウクライナ生存確認
https://t.co/CCo9WuEfXd
Error?(403)､ 0.4645271301269531sec
https://t.co/ikQuwEAaKM
OK(200)､ 2.8579111099243164sec
https://t.co/tRiCwf5PV2
Error?(403)､ 0.8323612213134766sec",yayoidoki_dd23,0,Charlie Root@ウクライナ生存確認bot,ja
2022-04-27 23:31:57+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/vAoZwFMokT,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:31:47+00:00,1.52E+18,"@fenningdarrell Do you think Putin is an idiot? Yes, most definitely yes!  @Russia get on overthrowing him. Stand with @ukraine! #StandWithUkraine",TheAnswerYes,0,The Answer Yes,en
2022-04-27 23:31:47+00:00,1.52E+18,@MartaS96228740 the real nazis in Ukraine are the Russian invaders.... #StandWIthUkraine,TheAnswerYes,0,The Answer Yes,en
2022-04-27 23:31:47+00:00,1.52E+18,@BC_Durbin the real nazis in Ukraine are the Russian invaders.... #StandWIthUkraine,TheAnswerYes,0,The Answer Yes,en
2022-04-27 23:31:44+00:00,1.52E+18,"Day 64 of #Russia's illegal war is underway.

#Ukraine getting battered again during the night with missiles and shells p, particularly in the south.

Here's the daily thread with updates throughout the day

#StandWithUkraine #StopRussia",TWMCLtd,43,Tim White,en
2022-04-27 23:31:29+00:00,1.52E+18,#StandWithUkraine 🙏🇲🇨🇺🇦 https://t.co/xGWpZ4qBRU,DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,und
2022-04-27 23:30:23+00:00,1.52E+18,「避難した難民たちも生活の拠点を定め、日常を取り戻して生活を再開させる。こうした日常生活の立て直しも、国際平和を持続させる重要な課題」🇺🇦  #saveUkraine #StopPutinNOW #StandWithUkraine #DeathtoPutin #GoToHellPutin #PutinWarCriminal  #PutinIsaWarCriminal,regenschrm,0,あめいぬ🇺🇦#StopWar#saveUkraine#NoWar#StopPutin,ja
2022-04-27 23:30:23+00:00,1.52E+18,"（論壇時評）フェミニスト外交　国家より人間優先の視点を　東京大学大学院教授・林香里：朝デジ https://t.co/LCklVOteTI
「『ウクライナ』はいまや国内問題となった」 🇺🇦 #StopWar #StopPutinNOW #StandWithUkraine #DeathtoPutin #GoToHellPutin #PutinWarCriminal  #PutinIsaWarCriminal",regenschrm,0,あめいぬ🇺🇦#StopWar#saveUkraine#NoWar#StopPutin,ja
2022-04-27 23:29:54+00:00,1.52E+18,East Cambridge Savings Bank recently made donations to two organizations providing vital services to people displaced by the ongoing conflict in #Ukraine. Read the full story here: https://t.co/KN5UX4KyL8 @MSF_USA @WCKitchen @MaBankersAssoc @cambridgechron #StandWithUkraine https://t.co/VfYszVfkIQ,EastCambSavBank,1,EastCambridgeSavings,en
2022-04-27 23:29:46+00:00,1.52E+18,"🎙️未確認の情報によると、映像は、ウクライナの国境に向かっているルーマニア軍の装備を示しています。
#NATO #Ukraine ＃Russia #UkraineRussiaWar #Putin #NoWar #StandWithUkraine
✒️最近、🇺🇦国境に集結しつつありますね。重火器供与に激怒するプーチンへ対抗するための準備でしょうか。 https://t.co/S5FTNh0qCy https://t.co/dZz0TLXCz2",runabout2525,7,ぱんく,ja
2022-04-27 23:29:43+00:00,1.52E+18,"""Ukraine is, today, a slaughterhouse. Right in the heart of Europe,"" says human rights lawyer Amal Clooney urging the @UN to focus on international justice for Russia's war crimes in Ukraine so evidence does not sit in storage...

#StandWithUkraine",ralakbar,5,Alex Raufoglu,en
2022-04-27 23:29:15+00:00,1.52E+18,28/04/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** #Kherson https://t.co/JhogUTCn0P,Fidget02,10,Fidget,en
2022-04-27 23:28:32+00:00,1.52E+18,Agreed! In the name of global peace! 🙏🕊🇺🇦#StandWithUkraine #StopPutin #Peace https://t.co/1Uw3LeRAoF,CecilieHolter,1,Cecilie Holter,en
2022-04-27 23:28:02+00:00,1.52E+18,"You are a good leader Mr. president @ZelenskyyUa come to our country sir, the struggle of your people against the occupation is a right and an obligation that should be done! RESPECT! 🙏🇲🇨🇺🇦 #StandWithUkraine @g20org @jokowi @muhammadiyah @Nahda @addiems @AlissaWahid @Menlu_RI https://t.co/93K6g0ZfxP",DEPOKKRCITY,0,#StandWithUkraine 🇲🇨🇺🇦,en
2022-04-27 23:28:00+00:00,1.52E+18,#StandWithUkraine 🇸🇪 https://t.co/QqFBwoRNdz,EMOHMAI,1,#WagTheDog,und
2022-04-27 23:27:50+00:00,1.52E+18,Em in 2017 asking me to get his babies out of the box for a sniff &amp; snuggle (and maybe a nudge). #CorgiCrew #StandWithUkraine 🇺🇦🌻🇺🇦 https://t.co/pjjzrWUFP7,emmettdoog,417,emmettdoog 🇺🇦,en
2022-04-27 23:27:42+00:00,1.52E+18,Finally America reminding Russia of our own nuclear capabilities they’re talking threatening shit &amp; have no friends.  Stop saying this isn’t our war every country needs someone’s back a weakened Ukraine sharing Russia border is of no help to rest of world #StandWithUkraine,EnoughSaid646,0,I’m Here,en
2022-04-27 23:27:39+00:00,1.52E+18,An Art! #StopPutin #StopWar #StandWithUkraine https://t.co/qndPbd3DzR,DAM_the_ITGuy,0,🇺🇦D.A.M 🇺🇸,en
2022-04-27 23:27:11+00:00,1.52E+18,@chladek_david @ToughOnFridays @GlassboyBob @lifelines_music @sroprla @JLControversy @ganderson7 @music_legion @JJKaneRadio @Wrix2 @SophieDorsten @3mindblight @RadioTfsc @twelveyearsband @wyattpauley @merexband Excellent @chladek_david ….with you all the way #StandWithUkraine #PeaceNotWar #donate 🇺🇦💙💛🇬🇧 https://t.co/2wfMamnmvi,Judy_Cockerton,2,Judy Cockerton🇺🇦🕊,en
2022-04-27 23:26:48+00:00,1.52E+18,28/04/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** https://t.co/mz64RDtF8c,Fidget02,2,Fidget,en
