Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
2022-04-27 22:21:35+00:00,1.51944E+18,"@Jayge926 May I have a follow back? Thanks!

• #SupportUkraine🇺🇦 https://t.co/Khm2ggFkjI",larry5hands,0,Larry5Hands,en
2022-04-27 22:21:18+00:00,1.51944E+18,"Let's remember this amazing video post from #Zelenskyy and #SupportUkraine by making #ArmUkraineNow, #EmbargoRussianOilandGas and #MaxSanctions trending again! https://t.co/ktXOcIlxC8",ZeSpeeches,2,Ze! Speeches,en
2022-04-27 22:20:20+00:00,1.51944E+18,Many ways to #supportukraine. Thank you NASTASAYdecor on Etsy 💛💙 https://t.co/nWzqkmnRol,kle03c,0,Kari Eldridge,en
2022-04-27 22:19:29+00:00,1.51944E+18,#SupportUkraine 🌻 https://t.co/Bnlmuq2rSo,LightsChicago,0,Chicago Lights 🎉,und
2022-04-27 22:19:22+00:00,1.51944E+18,This is a #hero from #Belarus! Thank you for your #SupportUkraine and #StandWithUkraine! https://t.co/0ocKr3f2Li,ZeSpeeches,1,Ze! Speeches,en
2022-04-27 22:18:50+00:00,1.51944E+18,Cheers! #SupportUkraine 🌻 https://t.co/F1uhmY4BAk,LightsChicago,2,Chicago Lights 🎉,en
2022-04-27 22:18:35+00:00,1.51944E+18,"Here is «Khatynka Pekaria» («Baker's house») in Bucha, near Kyiv. Volunteers continue baking free craft bread and buns for the locals.
📷 Khatynka Pekaria
#StandWithUkraine 
#SupportUkraine https://t.co/N9ZXNzFomt",olga_reports,6,Olga Kuzma 🇺🇦,en
2022-04-27 22:15:00+00:00,1.51944E+18,"Another batch of the most diverse food goes to the front line! 🍽️💪🏽
During this challenging time, we are part of a large family of  🇺🇦! 
And everyone tries to help as much as possible, and therefore we will win🇺🇦💪🏽

#StandUpForUkraine #SaveUkraine #SupportUkraine #Ukraine https://t.co/NprshOk83t",OldEighties,22,Old 80's,en
2022-04-27 22:07:18+00:00,1.51944E+18,"20 tactical gloves for the Armed Forces of Zaporizhia region
Status: delivered in Ukraine
Price: 370 USD

#IhorTheGreatFoundation #StandWithUkraine #supportUkraine #UkraineRussianWar https://t.co/LXGZulJgdv",IhorTheGreat,1,Ihor The Great Foundation,en
2022-04-27 22:02:50+00:00,1.51944E+18,"2 Night vision devices with helmet mounting for several special forces.
Status: money reserved and supplier found
Total required: 4400 USD

#IhorTheGreatFoundation #StandWithUkraine #supportUkraine #UkraineRussianWar https://t.co/jhreYbrEFT",IhorTheGreat,1,Ihor The Great Foundation,en
2022-04-27 21:59:31+00:00,1.51944E+18,"#BuyNow #SeedsOfLove https://t.co/692UAjbTds

#RomanceAnthology #Ukraine #SeedsOfLoveAnthology #CharityAnthology #StandWithUkraine #SupportUkraine #RomanceReaders #TBR #OneClick #Donate #Charity #MakeADifference @dragonflyinkbooks https://t.co/NOp2C67GBQ",DeborahApodaca,1,Deborah Apodaca,und
2022-04-27 21:55:02+00:00,1.51943E+18,I just earned the 'Support for Ukraine (Level 7)' badge on @untappd! https://t.co/xUK08urZ0z #supportUkraine #Ukraine,astranomical,0,Gary O,en
2022-04-27 21:54:43+00:00,1.51943E+18,"Spare tires on wheels for Nissan Navara for Special Forces
Status: delivered in Ukraine
Price: 330 USD

#IhorTheGreatFoundation #StandWithUkraine #supportUkraine #UkraineRussianWar https://t.co/KQzyiLfp83",IhorTheGreat,4,Ihor The Great Foundation,en
2022-04-27 21:53:18+00:00,1.51943E+18,"20 сlose quarters battle for a special unit
Status: delivered in Ukraine
Price: 166 USD

#IhorTheGreatFoundation #StandWithUkraine #supportUkraine #UkraineRussianWar https://t.co/ae72Y0NyxD",IhorTheGreat,3,Ihor The Great Foundation,en
2022-04-27 21:50:19+00:00,1.51943E+18,"1 InfiRay CL35M thermal imager (35mm, 384) for SRW, which is now near Donetsk
Status: delivered in Ukraine
Price: 2086 USD

#IhorTheGreatFoundation #StandWithUkraine #supportUkraine #UkraineRussianWar https://t.co/fMdcnUtLNo",IhorTheGreat,3,Ihor The Great Foundation,en
2022-04-27 21:35:02+00:00,1.51943E+18,"( ͡° ͜ʖ ͡°)

#FuckPutin #SupportUkraine #BabyPutin #WW3 #Karen #Memes #NFT https://t.co/HpvqTxh8LY",BabyPutins,3,Baby Putin,und
2022-04-27 21:27:03+00:00,1.51943E+18,"@ukraine_world @mi6rogue New dog old tricks
#PutinIsaWarCriminal 
#supportukraine",PLCount,2,Mark Zaleski,en
2022-04-27 21:20:04+00:00,1.51943E+18,"Oh, yes, of course, there will be ""wonder weapons"". Putler, you should realize, that we are well familiar with Hitler's playbook. You will pay for this, and so will the rest of the Russians.
#SupportUkraine
#ArmUkraineNow
#StandWithUkraine
#StopRussia
#UkraineWar https://t.co/KPEOC3CGcZ",degabba,0,Rok Ružič,en
2022-04-27 21:16:07+00:00,1.51943E+18,"► KOOL &amp; THE GANG - Straight Ahead on  https://t.co/GzXTob8ZO4 
#NowPlaying #Live #Onair #Disco #Funk #Soul #Hits #80s #Funky #Music #Internet #Radio #Webradio #Cannes #France #Listen #Listennow #Followus #Donate #HelpUkraine #SupportUkraine #SaveUkraine https://t.co/W84Q7qeVxd",fm80funkymusic,0,FM 80 FUNKY MUSIC ★ fm80.fr 🇺🇦,en
2022-04-27 21:13:56+00:00,1.51942E+18,I just earned the 'Support for Ukraine (Level 5)' badge on @untappd! https://t.co/NztJgWXMyC #supportUkraine #Ukraine,Zonker3m,0,Zonker,en
2022-04-27 21:10:52+00:00,1.51942E+18,"@paraga #SupportUkraine
@Mriya_Aid Emergency Relief #NGO 

Ukraine has mobilized its entire society to defend against Russia's unprovoked war of aggression. Let us do the same to support them!

Please help &amp; #retweet; no donation is too small.

https://t.co/lpov1DEE26",betsymullen,2,Betsy Mullen Standing With Ukraine🇺🇸🇺🇦🕊,en
2022-04-27 21:01:43+00:00,1.51942E+18,"Have you placed a bid on our movie posters yet? 🎬 All funds raised will go to Ukraine relief 🇺🇦
Place your bids at https://t.co/PEdQMUQmj1 🗳
#SupportUkraine https://t.co/lxJV1WEME3",FilmCaCinemas,3,Film.Ca Cinemas,en
2022-04-27 20:51:48+00:00,1.51942E+18,When there is always a man waiting for you after a long day at work #tmbkofficial #volodymyrzelensky #standwithukraine #anewpillow #strawwidow #selfie #supportukraine #apicaday #picoftheday #shotoniphone https://t.co/SmWUAUOVVe,MrsLindaPosp,1,LindaPospisilova,en
2022-04-27 20:51:42+00:00,1.51942E+18,"White lions from #Kharkiv are safe and feel good in #Odessa. Lions got care and recovered physically and psychologically.

#animallover #animalsrights #SupportUkraine #StandWithUkraine https://t.co/VXvQBdnktw",Odessa_Journal,113,The Odessa Journal 🖋⚓,en
2022-04-27 20:51:38+00:00,1.51942E+18,"▶ @PressSec @WhiteHouse: ""#USA w stałym kontakcie z Polską i Bułgarią""
‼️ WOJNA na #Ukraina, 6️⃣3️⃣. dzień walk, relacja #NAŻYWO‼️ ⚠️🔴 https://t.co/dFrhrpvrR1

#stopthewar #wojnanaukrainie #war #wojna #putin #supportukraine #inwazja #Russia #Ukraine #warUkraine",radiolodz,0,Radio Łódź,pl
2022-04-27 20:48:26+00:00,1.51942E+18,"Fuck War, Fuck Kremlin 
#NFTs #SupportUkraine https://t.co/iRNxxHuTII",AgniArty,0,Agni,en
2022-04-27 20:48:00+00:00,1.51942E+18,"#Poland declared full independence from #Russia and its gas
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/58LuVE4lXL",VigilantinfoN,4,Vigilant News,en
2022-04-27 20:43:14+00:00,1.51942E+18,🔥👏🏼❤️❗️ #SupportUkraine https://t.co/hQMH2O07V4,Vuduchick,0,Monica ♠️🌊👽🍒,und
2022-04-27 20:38:25+00:00,1.51942E+18,"I absolutely love this. Every country is contributing. Go Kosovars, kudos to you #kosovo
#UkraineWar
#SupportUkraine
#StandWithUkraine
#ArmUkraineNow
#StopRussia https://t.co/9SkaSQ3WpZ",degabba,0,Rok Ružič,en
2022-04-27 20:32:14+00:00,1.51941E+18,"#StopWar #NoWar #SupportUkraine #StandWithUkraine️ 
ロシアとウクライナの今の関係からすると、この友好の記念碑はないものと同然か。 https://t.co/S5qEDuy5ax",k_s_kitchen,0,K,ja
2022-04-27 20:32:03+00:00,1.51941E+18,"One of the most senior leaders of Albanian community in North Macedonia and the Speaker of 🇲🇰 Parliament Talat Xhaferri visiting Kyiv, first Balkans politician to do so since Putin started the war. #SupportUkraine 
https://t.co/wcZ8vmvf3W via @YouTube https://t.co/YXURfJjt5W",SyleUkshini,0,Syle Ukshini,en
2022-04-27 20:29:38+00:00,1.51941E+18,"▶ Tragiczny bilans rosyjskich ostrzałów w okolicach #Kharkiv 
‼️ WOJNA na #Ukraina, 6️⃣3️⃣. dzień walk, relacja #NAŻYWO‼️ ⚠️🔴 https://t.co/dFrhrpvrR1

#stopthewar #wojnanaukrainie #war #wojna #putin #supportukraine #inwazja #Russia #Ukraine #warUkraine",radiolodz,0,Radio Łódź,pl
2022-04-27 20:28:24+00:00,1.51941E+18,"Hey @TheAAie any chance of a similar shout out (if you have not do so already). #SupportUkraine
German car club urges members to drive less to curb Russia oil reliance
#ClimateAction
https://t.co/9Au4UhLURw",conormolloy,0,Conor Molloy | 🇮🇪 🇪🇺 | 🌍 @ 🚨,en
2022-04-27 20:27:12+00:00,1.51941E+18,1 MILLION+ #Children of #Ukraine need urgent help with #food &amp; #water and other essentials. Some are #orphans who need counseling. Please help these innocent souls. #UkraineUnderAttack #supportukraine #UkraineRussiaWar . https://t.co/7n84YnAwvj,icrowdfundbuzz,0,CrowdFund Buzz,en
2022-04-27 20:26:07+00:00,1.51941E+18,"That's the spirit!
A #yaht near #SanFrancisco #StandsWithUkraine.
#UkraineStandsUnited
#SupportUkraine
#CardanoCommunity
Photo by Volodymyr Ostapenko https://t.co/sgXVoohCvN",RomanychUvarov,0,Roman Uvarov,en
2022-04-27 20:21:49+00:00,1.51941E+18,"What's wrong with Russia, like WTF leave Ukraine alone and mind your own fucking business #war #WARINUKRAINE #conflict #Dead #SupportUkraine #Russian",whiteassboyNoah,1,Noah Warmbier,en
2022-04-27 20:03:10+00:00,1.51941E+18,"🇺🇦 SEEDS OF LOVE 🇺🇦
SEEDS OF LOVE is a romance anthology to benefit Ukraine. 
ONE-CLICK HERE: https://t.co/eR1yVxEBRX
#RomanceAnthology #Ukraine #SeedsOfLoveAnthology  #CharityAnthology #StandWithUkraine #SupportUkraine  #RomanceReaders https://t.co/eiuCKHzTS9",TLConrad1,1,Tara Conrad,en
2022-04-27 20:02:03+00:00,1.51941E+18,Anche #Hitler nel 1945 era convinto di vincere la guerra con le #armisegrete #PutinWarCriminal #UkraineUnderAttack #SupportUkraine #SlavaUkraini,lucacomper1,0,luca comper,it
2022-04-27 19:58:08+00:00,1.51941E+18,"Thanks to foreign partners for the support of #Ukraine!
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine #ArmUkraineNow https://t.co/W6SLUqD0cM",VigilantinfoN,9,Vigilant News,en
2022-04-27 19:56:31+00:00,1.51941E+18,"We're going to give away 10 Guaranteed Whitelist Spots On This Tweet👁️

To Enter⬇️
1. Follow @bbbattalion
2. RT + Like
3.Join our Discord for Exclusive Giveaways:
 https://t.co/IHNTYi8Elb

💙 EXTRA ENTRIES:

1. Tag 3 Friends

#nft #giveaway #WLgiveaway #supportukraine #whitelist https://t.co/vsEtoM3dsd",BBBattalion,279,Bread Basket Battalion NFT 🇺🇦,en
2022-04-27 19:55:37+00:00,1.5194E+18,"@acowan25 May I have a follow back? Thanks!🇺🇸💙

#SupportUkraine🇺🇦 https://t.co/J8DJwzCq6O",larry5hands,0,Larry5Hands,en
2022-04-27 19:51:57+00:00,1.5194E+18,"Thank you #Australia 🇦🇺 

#SupportUkraine

@AusEmbIre @AusHouseLondon https://t.co/B7lkOgEFhI",ukskies,0,Dr Chris Gallagher 🇺🇦🇮🇪🏴󠁧󠁢󠁷󠁬󠁳󠁿🇫🇷 🇪🇺,en
2022-04-27 19:51:22+00:00,1.5194E+18,"🥺📚 russian occupation forces have already damaged more than 15 libraries across #Ukraine, according to Culture Minister Oleksandr Tkachenko. He called on British parliamentarians to help Ukraine's cultural institutions.

#WarCrimes #SupportUkraine",WarInUkraine22,2,War In Ukraine,en
2022-04-27 19:46:59+00:00,1.5194E+18,I just earned the 'Support for Ukraine' badge on @untappd! https://t.co/qGkXqqNksd #supportUkraine #Ukraine,NerdyLady82,0,Dawn Whiteman,en
2022-04-27 19:42:07+00:00,1.5194E+18,"@EncountersSFF @glasgowfilm Encounters presents: Ukrainian Shorts, GFT, Sat 30 April. 'Encounters have curated a programme of short films to highlight, celebrate and support Ukrainian filmmakers and artists.'  #SupportUkraine  https://t.co/ceA7vL6A0S https://t.co/bhBGSBMmtD",glasgowswestend,2,Pat Byrne - Glasgow West End,en
2022-04-27 19:41:55+00:00,1.5194E+18,"-Update-
US M777 155MM Haubitzen werden von der March Air Reserve Base in Kalifornien in die Ukraine verlegt.
#Ukraine #UkraineWar #UkraineKrieg #SupportUkraine https://t.co/hTp5LYou5P",The3Swamp,41,The Swamp 🔱,de
2022-04-27 19:41:39+00:00,1.5194E+18,"#SupportUkraine 

@UN 
@Europarl_EN https://t.co/Q8VKgKGsCa",CuriousErth2_9B,0,Curious Earthling,und
2022-04-27 19:41:35+00:00,1.5194E+18,"Israel abandoned the Victory Day parade, showing its attitude towards the Russian invasion of Ukraine https://t.co/pom62GoHdp https://t.co/aelXbkZtb2

#StopPutinNOW #StopRussianAggression #SupportUkraine #ArmUkraineNow https://t.co/MC48NJucCQ",jan__Lope,2,jan Lope,en
2022-04-27 19:40:05+00:00,1.5194E+18,"#artwork: ""Where sunflower grow""
Author's illustration on the theme of Ukraine - a sunflower, an embroidered shirt, and a blue-yellow butterfly. Paper, watercolor.
https://t.co/GQ5qT97mjh
#Ukraine 
#SupportUkraine 
#StandWithUkraine 
#NFTCommuntiy 
#nftart 
#NFTdrop 
#NFT 
#nft",Ole___na,3,Олена Сєльчонок,en
2022-04-27 19:37:24+00:00,1.5194E+18,"Jak by vypadala naše pomoc Ukrajině, kdyby vládl Babiš s Okamurou? To nám prozradí fanoušci Babiše na Facebooku... 
#sickpeople #babis #hnus #SupportUkraine https://t.co/6WHvrrZ9tc",HospodskyK,2,Hospodský Kazatel 🇺🇦 A30B ꑭ,cs
2022-04-27 19:36:19+00:00,1.5194E+18,"#SupportUkraine
https://t.co/WvDgO1yCzv",tigs01,0,Jan,und
2022-04-27 19:32:00+00:00,1.5194E+18,"#Starlink Ukraine as a representative office of SpaceX has just been registered in #Ukraine!, - said Mikhail Fedorov, Head of the Ministry of Digital Affairs
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/Ryl8Ok7kFT",VigilantinfoN,6,Vigilant News,en
2022-04-27 19:30:54+00:00,1.5194E+18,#Ukraine #WARINUKRAINE #StandWithUkraine️ #SupportUkraine #SlavaUkraine #digitalart #NFT https://t.co/SKHXdCdOzD,naked_power,7,NakedPower,und
2022-04-27 19:30:39+00:00,1.5194E+18,"""The button does not exist"" - Chernovol explained why you should not be afraid of ""nuclear blackmail"" of the head of the Kremlin https://t.co/BIyZg9PWbi https://t.co/qgTooz28Kb
#StopPutinNOW #StopRussianAggression #ArmUkraineNow #SupportUkraine https://t.co/Vv0bX1Uzkl",jan__Lope,0,jan Lope,en
2022-04-27 19:30:06+00:00,1.5194E+18,"#StandUpForUkraine #Ukraine #SlavaUkraine #SupportUkraine  12.04.2022
Ukrainian refugee sings with Lithuanians in support for Ukraine .https://t.co/DgGPpGODOA.",chrisnorm161,0,ChrisNorm161!💙💙✊✌️ SUPPORT FOR-UA!,en
2022-04-27 19:29:59+00:00,1.5194E+18,"A #Kingsville mother is hand-delivering $26,000 in donations that she raised to help Ukrainian families displaced by the ongoing Russian invasion. #supportukraine 

Article here: https://t.co/vcSzC1ih4U",WEsmallbusiness,0,Small Business & Entrepreneurship Centre,en
2022-04-27 19:29:03+00:00,1.5194E+18,"We #SupportUkraine.
We support #Democracy.
We support the #UnitedStates.
We support #ThePlanet.
We #RESIST tyranny and injustice.
We support our troops and vets.
We detest warfare.
We believe in peaceful solutions.
We believe in people.
We believe in #Change ∆.
We #Vote. https://t.co/dQhdToiLa0",IthacaITInc,0,Ithaca IT,en
2022-04-27 19:16:08+00:00,1.51939E+18,"#USA #RussiaInvadesUkraine
#SupportUkraine

США объявили о снятии ряда ограничений на предоставление украинской стороне информации разведывательного характера, сообщает в среду Bloomberg.

@interfax_az",interfaxaz,1,Interfax Azerbaijan,ru
2022-04-27 19:13:45+00:00,1.51939E+18,"Avakov: Western intelligence agencies found the bunker where Putin is hiding https://t.co/R9r2gboMVe https://t.co/FpBTlyeVps

#StopPutinNOW #StopRussianAggression #ArmUkraineNow #SupportUkraine https://t.co/2pOB2w7eCA",jan__Lope,0,jan Lope,en
2022-04-27 19:13:22+00:00,1.51939E+18,"My friend sent me  emotional support #art from #LosAngeles . Cheers Man,I appreciate it #graffitiart #graff #graffiti 
#SupportUkraine #StandWithUkraine https://t.co/VkmHy6tSW3",KyivKush,3,KyivKush,en
2022-04-27 19:12:20+00:00,1.51939E+18,#SupportUkraine #StandWithUkraine #SlavaUkraine https://t.co/96mlnHm2PJ,AcidFox999,0,Marcin~Sienkiewicz,und
2022-04-27 19:09:12+00:00,1.51939E+18,"#SupportUkraine! #SupportShakhtar!
#StandWithUkraine

https://t.co/0Ro0SU9sEa https://t.co/uiGIiFF7T6",komarov_ua,0,Igor Komarov,und
2022-04-27 19:05:47+00:00,1.51939E+18,"Друга армія світу не здатна ні на що, крім цього 👇🏻

Недолюди, помилки природи 

#StandWithUkraine #StopRussia #SupportUkraine #StopRussianAgression #FreeUkraine #Ukraine #укртві https://t.co/k6u1WBa1pC",sweetenerri,4,rina 🇺🇦,uk
2022-04-27 19:04:45+00:00,1.51939E+18,"Heartbreaking 💔😞
#StandWithUkraine
#SupportUkraine
WZD#28 – Death of a Ukrainian T64 https://t.co/TVUQPZenPU",ElyWBlack,0,Elizabeth 🇺🇦,en
2022-04-27 19:03:02+00:00,1.51939E+18,"🔥 Every time you buy my nfts, Putin loses 1 year of his life 🧟‍♂️
🌻 100% sales is donated to 🇺🇦
🔗 https://t.co/xQFXolMe7v
#NFTCommunity #SupportUkraine
#PutinsWarCrimes",WatchdogforNFT,7,SatoshiWasHere,en
2022-04-27 19:00:22+00:00,1.51939E+18,"🇸🇰 The Prime Minister of Slovakia Eduard Heger called for the abolition of import duties on all Ukrainian exports to the EU!

#StandForUkraine #SupportUkraine",WarInUkraine22,7,War In Ukraine,en
2022-04-27 18:59:59+00:00,1.51939E+18,"A #Kingsville mother is hand-delivering $26,000 in donations that she raised to help Ukrainian families displaced by the ongoing Russian invasion. #supportukraine 

Article here: https://t.co/VAJA86U7Co",_investwe,0,Invest WindsorEssex,en
2022-04-27 18:59:00+00:00,1.51939E+18,"President of #Indonesia Joko Widodo invited #Zelensky to the summit #G20
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/p6bm9kQUXI",VigilantinfoN,3,Vigilant News,en
2022-04-27 18:51:23+00:00,1.51939E+18,"THANK YOU!! 💜🇺🇦 This week I received the delivery number of my shirt, I am so happy to be able to help! #SupportUkraine @TheOfficialA7X @DeathbatsClub  #StandWithUkraine  Love you guys!! ✊ https://t.co/9i2HN8BNsZ",Gabby_Heafy,20,Gabby Heafy 🇺🇦 🌻,en
2022-04-27 18:44:01+00:00,1.51939E+18,I just earned the 'Support for Ukraine' badge on @untappd! https://t.co/DXVr9YbnOO #supportUkraine #Ukraine,dellzincht,0,Gavin Campbell,en
2022-04-27 18:43:48+00:00,1.51939E+18,"#Ukraine #Prouddescendant #SupportUkraine 
#UkraineWillWin 💙💛 https://t.co/dZLI9zUS8f",AliceinSWFL,1,~A~ 🌴🌞🌴,und
2022-04-27 18:41:31+00:00,1.51939E+18,"@KyivIndependent What the hell ! When you are manufacturing and selling weapons or ammunitions, it is not to be put on the shelf !! Wake up @Suisse @SwitzerlandCoE ! Be on the right side of history ! Not on the dictatorship’s one ! #SupportUkraine",Dog_MrMailow,20,UnParisienCommeUnAutre,en
2022-04-27 18:38:26+00:00,1.51939E+18,"#Russian occupants destroyed 23,000 km of roads, of which 8,000 - state-owned roads
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/BjCcl0SqhU",VigilantinfoN,2,Vigilant News,en
2022-04-27 18:37:42+00:00,1.51939E+18,"Appeal from Azov Commander Volynsky for an evacuation of the civilians and soldiers similar to Dunkirk evacuation during WWII
(In depth translation 
https://t.co/auHZmNJ4Ng)  #Mariupol #SupportUkraine",NowInUkraine,2,EyesFromUkraine,en
2022-04-27 18:37:25+00:00,1.51939E+18,"In #Austria, called fake information about the agreement to pay for  #Russian gas rubles, - Chancellor Karl Negammer
#StopRussianAggression #StopPutin #StandWithUkraine #SupportUkraine https://t.co/X0TU4lAKdu",VigilantinfoN,2,Vigilant News,en
2022-04-27 18:37:08+00:00,1.51939E+18,@chefjoseandres @WCKitchen My next auto payment is May 2nd! #SupportUkraine #FeedUkraine #ChefsForUkraine,chelow116,0,Cathy Helowicz 🌻🇺🇦,en
2022-04-27 18:34:41+00:00,1.51938E+18,"Hey America! Let's share a moment of pride on how the USA is supporting Ukraine.

I was just on a VON3 presentation when Per Bjorklund from Sweden passionately saying that all of Europe appreciates our actions. 

#USAPride
#SupportUkraine

https://t.co/6jukIaxAyY 
@jeffpulver https://t.co/ZYD91YNCzV",davidcutler,1,davidcutler,en
2022-04-27 18:30:01+00:00,1.51938E+18,"Today as the citizens of Israel remember the 6M Jews that were murdered in the Holocaust, #weremember the Ukrainians who have fled as refugees; including Jewish Holocaust survivors.

By supporting causes like @SurvivorMitzvah (and so many others) we continue to #SupportUkraine. https://t.co/lV0ujOzP8u",DaffyGiving,7,Daffy,en
2022-04-27 18:29:58+00:00,1.51938E+18,#SupportUkraine #UnitingforUkraine #StandWithUkraine https://t.co/OVO4X8Rrvx,_Alexander_R__,0,Alexander,und
2022-04-27 18:26:11+00:00,1.51938E+18,"@kamilkazani @davidfrum Well, there are going to be a whole lot more russian soldiers dying - that's the whole idea! #SupportUkraine",Liberalism2021,0,liberalism not a Liberal,en
2022-04-27 18:25:58+00:00,1.51938E+18,"🇱🇹 ❤️🇺🇦 Lithuanian pianist Darius Magintas played an open air concert next to the ruined House of Culture in Irpin.
He called his speech a manifestation of love for Ukraine, deep respect for Ukrainian defenders and civilians of the city.
#SlavaUkraine #StopWar #SupportUkraine https://t.co/sNVYwfSuii",goexcellentlife,0,valkirijos,en
2022-04-27 18:25:29+00:00,1.51938E+18,"Great. One of the most senior leaders of Albanian community in North Macedonia and the Speaker of 🇲🇰 Parliament Talat Xhaferri visiting Kyiv, first Balkans politician to do so since Putin started the war. #SupportUkraine https://t.co/UGb7ZE8OE4",Petrit,39,Petrit Selimi,en
2022-04-27 18:25:26+00:00,1.51938E+18,"@KyivIndependent We #SupportUkraine 🇺🇦 
🙏🙏🙏",Arriadna,3,Arriadna🇺🇸🌻🇺🇦 #ProDemocracy,und
2022-04-27 18:21:55+00:00,1.51938E+18,@clarissaward Thank You for your thorough and courageous reporting from Ukraine🙏Prayers for you and your amazing crew🙏🙏🙏 #CNN #Ukraine #SupportUkraine🇺🇦,G12Rocco,0,Rocco DiBari 💙🇺🇦💛,en
2022-04-27 18:15:06+00:00,1.51938E+18,"It is absolutely astonishing, how Ukrainian people are pulling together in this horrible time. Let's help they, they deserve every bit of it. Support Ukrainian army, support humanitarian relief.
#SupportUkraine
#ArmUkraineNow
#StandWithUkraine
#StopRussia https://t.co/8UTBKUJlC2",degabba,0,Rok Ružič,en
2022-04-27 18:05:43+00:00,1.51938E+18,Finland = Robin Hood to #SupportUkraine https://t.co/nxBeDN7F99,LarsGyllenhaal,65,Lars Gyllenhaal,en
2022-04-27 18:02:01+00:00,1.51938E+18,"This anthology features 48 authors and includes various sub-genres of contemporary romance, paranormal romance, dark romance, and romantic comedy.
Limited time Only! Stand with the people of Ukraine and get your copy today!
Amazon https://t.co/cH1sNVKki2 
#ukraine #supportukraine https://t.co/2ZrAnf4Gev",kayelleallen,0,Kayelle Allen,en
2022-04-27 17:56:02+00:00,1.51937E+18,"Glory to Ukraine!!! Слава Україні!!!
Ukrainian Diamond!!!

#nft #nftartist #nfts #nftcollector #NFTCommunity  #cryptoartist #digitalart #opensea #NFTProjects #Ukraine #SupportUkraine https://t.co/aCAXwZEkki",Shyn1I,6,Meta-Diamonds,und
